语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户
9,9,9,9,1,-1,-1,-1,-1,5,-1,7,-1,-1,-1,-1,4,-1,-1,-1,0,1,0,0,37.4,1,10.0,0.0,601,0,74.0,601,0.0,414,0.0,5547037,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,101,0,18.0,101,0.0,54,0.0,841380,0,0
10,10,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,10.0,0.0,211,0,69.0,211,0.0,389,0.0,17623755,0,1
5,8,8,5,1,1,-1,-1,-1,5,-1,-1,-1,1,2,-1,-1,-1,6,-1,58,0,0,0,0.0,1,0.0,0.0,1086,0,95.0,1086,0.0,69,0.0,15402621,0,0
8,8,8,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,0,3,0,0,0.0,1,0.0,0.0,67,0,80.0,67,0.0,61,0.0,10832347,0,1
10,8,10,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,17,1,0,0.0,1,0.0,0.0,279,0,87.0,279,0.0,297,0.0,19216034,0,0
10,9,10,9,1,1,-1,-1,4,5,-1,7,-1,-1,2,-1,4,5,6,-1,0,2,0,0,0.0,1,0.0,0.0,299,0,68.0,299,0.0,211,0.0,3091743,0,1
1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,-1,6,-1,0,14,0,0,0.0,1,0.0,0.0,488,0,91.1,488,0.0,526,0.0,3767745,0,1
10,10,10,10,1,1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,135,0,139.2,135,0.0,134,0.0,25159184,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,3,0,0,0.0,1,0.0,0.0,226,0,98.0,226,0.0,145,0.0,9583680,0,0
10,10,10,10,1,-1,-1,-1,4,-1,-1,7,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,150,0,30.0,150,0.0,118,0.0,12903608,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,378,0,104.58,378,0.0,424,0.0,4740015,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,119,0,70.0,119,0.0,148,0.0,1443720,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,10.0,0.0,128,0,80.0,128,0.0,202,0.0,63841234,0,1
9,9,9,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,0,5,0,0,0.0,1,0.0,0.0,141,0,70.0,141,0.0,145,0.0,6907783,0,0
9,8,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,6,0,0,0.0,1,0.0,0.0,175,0,69.1,175,0.0,206,0.0,11192331,0,0
10,10,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,2,0,0,0.0,1,0.0,0.0,167,0,20.0,167,0.0,118,0.0,802083,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,468,0,198.0,468,0.0,709,0.0,53913727,0,1
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,0,0,0,0.0,1,0.0,0.0,77,0,60.0,77,0.0,159,0.0,9670196,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,235,0,187.0,235,0.0,149,0.0,8280926,0,0
10,8,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0.0,1,0.0,0.0,414,0,24.2,414,0.0,380,0.0,5320708,0,1
9,9,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,-1,-1,55,13,2,0,0.0,1,0.0,0.0,714,0,71.1,714,0.0,342,0.0,28142131,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,0,0,0,0.0,1,0.0,0.0,466,0,11.0,466,0.0,196,0.0,1071902,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,40,0,129.0,40,0.0,75,0.0,17243769,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,118,0,69.0,118,0.0,64,0.0,36503331,0,1
6,6,8,8,1,1,2,-1,-1,-1,-1,7,-1,1,2,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,0.0,498,0,100.99,498,0.0,237,0.0,7349826,0,1
10,9,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,82,0,29.0,82,0.0,44,0.0,49848,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,9,6,0,0.0,1,0.0,0.0,3271,0,448.25,3271,0.0,3763,0.0,10815769,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,393,0,57.2,393,0.0,446,0.0,12745337,0,1
7,7,8,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,6,-1,0,10,2,0,0.0,1,0.0,0.0,1211,0,159.0,1211,0.0,675,0.0,6997853,0,0
10,7,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,-1,-1,54,3,1,0,0.0,1,0.0,0.0,731,0,18.0,731,0.0,792,0.0,13244008,0,1
2,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,151,0,38.0,151,0.0,276,0.0,6,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,2,0,0.0,1,0.0,0.0,183,0,135.0,183,0.0,315,0.0,7294119,0,0
7,7,6,6,1,1,-1,-1,-1,5,-1,-1,-1,1,2,-1,4,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,420,0,34.05,420,0.0,473,0.0,9286665,0,1
9,9,10,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,6,0,0.0,1,0.0,0.0,171,0,170.39,171,0.0,170,0.0,22645587,0,1
9,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,0.0,1,30.0,0.0,240,0,64.0,240,0.0,250,0.0,21041835,0,1
10,6,7,8,1,1,2,-1,-1,5,6,7,-1,1,2,3,4,-1,6,-1,53,8,1,0,0.0,1,0.0,0.0,468,0,145.0,468,0.0,490,0.0,16973592,0,0
8,8,8,8,1,1,-1,3,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,74,0,50.0,74,0.0,50,0.0,33528533,0,0
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,98,1,-1,3,-1,-1,6,-1,0,6,0,0,0.0,1,0.0,0.0,716,0,78.39,716,0.0,64,0.0,3548258,0,0
10,9,9,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,287,0,75.0,287,0.0,142,0.0,8059013,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,308,0,115.99,308,0.0,326,0.0,8880318,0,0
10,10,10,10,1,-1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,-1,-1,6,-1,0,4,4,0,0.0,1,0.0,0.0,587,0,75.46,587,0.0,643,0.0,15737010,0,1
6,5,5,5,1,1,2,-1,4,-1,6,-1,-1,1,2,3,4,5,6,-1,11,13,3,0,0.0,1,0.0,0.0,111,0,51.1,111,0.0,176,0.0,2226677,0,0
1,5,2,1,1,1,-1,-1,-1,5,6,7,-1,-1,2,-1,4,-1,6,-1,10,13,2,0,0.0,1,0.0,0.0,212,0,44.0,212,0.0,190,0.0,17407816,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,4,1,0,0.0,1,0.0,0.0,112,0,21.78,112,0.0,184,0.0,15261254,0,0
9,9,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,312,0,84.19,312,0.0,110,0.0,12375511,0,0
8,4,5,5,1,1,2,-1,-1,5,-1,-1,98,1,2,-1,-1,-1,-1,-1,17,0,2,0,0.0,1,0.0,0.0,402,0,58.12,402,0.0,383,0.0,11076020,0,1
10,8,9,9,1,-1,-1,-1,-1,5,6,-1,-1,-1,2,3,4,-1,6,-1,0,1,2,0,0.0,1,0.0,0.0,1683,0,230.0,1683,0.0,887,0.0,30811824,0,0
9,8,8,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,4,-1,-1,-1,0,0,2,0,0.0,1,0.0,0.0,136,0,57.8,136,0.0,19,0.0,40714717,0,0
9,8,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,3,0,0,0.0,1,0.0,0.0,138,0,35.0,138,0.0,294,0.0,11402843,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,304,0,13.96,304,0.0,407,0.0,2782209,0,0
8,7,7,6,1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,6,6,0,0,0.0,1,0.0,0.0,305,0,95.0,305,0.0,360,0.0,15032928,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,288,0,22.95,288,0.0,218,0.0,9480002,0,1
8,8,8,5,1,1,2,-1,-1,5,6,-1,-1,1,2,3,4,5,6,-1,0,1,0,0,13.97,1,4.06,0.0,393,0,43.06,393,0.0,157,0.0,23560739,0,0
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,0,0.0,0.0,98,0,8.0,98,0.0,444,0.0,0,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0.0,1,0.0,0.0,183,0,20.76,183,0.0,306,0.0,47969262,0,0
6,5,6,6,1,1,2,3,4,5,6,7,98,1,2,3,4,5,6,-1,1,3,1,0,0.0,1,0.0,0.0,215,0,90.0,215,0.0,193,0.0,17246461,0,0
10,10,10,10,1,-1,-1,-1,-1,5,6,7,-1,1,2,3,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,70,0,39.0,70,0.0,109,0.0,19973727,0,0
10,8,10,9,1,1,-1,-1,-1,5,-1,7,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,469,0,25.0,469,0.0,446,0.0,2573417,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,222,0,63.0,222,0.0,186,0.0,21641455,0,1
8,9,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,11,2,0,0.0,1,0.0,0.0,273,0,28.0,273,0.0,845,0.0,1462519,0,0
10,8,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,6,-1,12,8,2,0,0.0,1,0.0,0.0,393,0,60.0,393,0.0,392,0.0,2022694,0,0
6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,4,0,0.0,1,0.0,0.0,164,0,40.0,164,0.0,151,0.0,9911553,0,0
6,8,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,13,0,1,0.0,1,0.0,0.0,176,0,59.0,176,0.0,367,0.0,1513524,0,0
10,10,10,10,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,-1,-1,-1,-1,-1,0,2,2,0,0.0,1,0.0,0.0,435,0,140.0,435,0.0,564,0.0,22888563,0,1
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,6,-1,0,3,0,0,0.0,1,0.0,0.0,66,0,41.23,66,0.0,124,0.0,193758,0,0
4,2,4,4,1,1,2,-1,4,5,-1,-1,-1,1,2,3,4,-1,-1,-1,0,13,3,0,0.0,1,0.0,0.0,356,0,60.0,356,0.0,316,0.0,32220166,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,548,0,131.5,548,0.0,169,0.0,21441240,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,4,0,0,0.0,1,0.0,0.0,26,0,69.0,26,0.0,43,0.0,16732196,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,117,0,33.3,117,0.0,163,0.0,14831888,0,1
7,7,8,7,1,1,-1,-1,-1,5,-1,-1,-1,-1,2,3,-1,-1,6,-1,0,0,2,0,0.0,1,0.0,0.0,506,0,56.1,506,0.0,625,0.0,18531529,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,225,0,128.0,225,0.0,81,0.0,2502746,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,6,1,0,0.0,1,0.0,0.0,410,0,131.0,410,0.0,144,0.0,38068798,0,1
8,9,9,8,1,-1,2,-1,-1,5,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,14,0,0,0.0,1,0.0,0.0,401,0,25.0,401,0.0,778,0.0,20368561,0,0
7,6,9,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,0.0,1,10.0,0.0,293,0,117.8,293,0.0,378,0.0,44037835,0,1
10,9,10,9,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,52,0,0,1,0.0,1,0.0,0.0,63,0,84.0,63,0.0,252,0.0,38438922,0,0
4,3,3,7,1,1,2,-1,4,5,-1,-1,-1,-1,2,-1,4,-1,6,-1,0,13,3,0,0.0,1,0.0,0.0,1190,0,158.0,1190,0.0,780,0.0,37970503,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,188,0,28.1,188,0.0,270,0.0,2580846,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,90,10,0,0.0,1,0.0,0.0,4363,0,150.6,4363,0.0,3075,0.0,26849595,0,1
9,9,9,9,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,239,0,79.55,239,0.0,242,0.0,32185162,0,1
9,8,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,1,2,3,-1,-1,6,-1,0,5,0,0,0.0,1,0.0,0.0,367,0,136.0,367,0.0,376,0.0,13314821,0,1
8,8,8,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,144,0,54.0,144,0.0,92,0.0,13369924,0,0
10,9,10,8,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,877,0,64.0,877,0.0,802,0.0,10370897,0,1
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,114,0,49.0,114,0.0,153,0.0,30067815,0,1
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,190,0,18.3,190,0.0,226,0.0,182,0,0
9,7,9,9,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,5,2,0,0.0,1,0.0,0.0,225,0,28.0,225,0.0,398,0.0,1376441,0,0
5,1,6,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,16,2,0,0,0.0,1,0.0,0.0,250,0,113.1,250,0.0,279,0.0,1815210,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,139,0,35.0,139,0.0,196,0.0,10400298,0,0
9,9,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,51,20,0,0,0.0,1,0.0,0.0,628,0,88.0,628,0.0,2713,0.0,10875976,0,1
7,7,7,7,1,1,2,-1,-1,-1,6,-1,98,1,-1,3,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,1140,0,170.9,1140,0.0,1000,0.0,22240348,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,2,0,0.0,1,0.0,0.0,204,0,60.0,204,0.0,241,0.0,15055449,0,1
10,10,10,10,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,138,0,48.15,138,0.0,443,0.0,2303974,0,0
10,9,9,9,1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,6,-1,51,1,0,0,0.0,1,0.0,0.0,27,0,80.0,27,0.0,171,0.0,2676165,0,0
9,8,8,8,1,-1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,50,7,0,0,0.0,1,0.0,0.0,451,0,39.5,451,0.0,298,0.0,20213185,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,4,0,0,0.0,1,0.0,0.0,22,0,18.0,22,0.0,107,0.0,5116606,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,48,12,0,0.0,1,0.0,0.0,239,0,65.0,239,0.0,1253,0.0,26253243,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,51,0,15.0,51,0.0,54,0.0,2038875,0,0
1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,98,-1,-1,-1,-1,-1,-1,98,0,0,0,0,0.0,1,0.0,0.0,75,0,75.0,75,0.0,353,0.0,11811793,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,0,0,0,0.0,1,0.0,0.0,88,0,55.1,88,0.0,119,0.0,34962420,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,216.1,1,50.0,0.0,63,0,66.5,63,0.0,114,0.0,32178348,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.96,0.0,107,0,29.0,107,0.0,119,0.0,23154621,0,0
10,10,10,10,1,-1,2,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,6,-1,48,3,2,0,0.0,1,0.0,0.0,478,0,130.0,478,0.0,329,0.0,50356880,0,1
10,10,10,10,1,1,-1,3,4,5,-1,7,98,1,-1,-1,4,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,174,0,65.0,174,0.0,615,0.0,28609134,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,474,0,0.0,474,0.0,186,0.0,585754,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,2,0,0.0,1,0.0,0.0,928,0,260.6,928,0.0,664,0.0,6660743,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,289,0,13.6,289,0.0,327,0.0,12972056,0,0
9,7,9,9,1,1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,-1,-1,6,-1,0,7,0,0,0.0,1,0.0,0.0,906,0,28.0,906,0.0,491,0.0,752220,0,0
6,4,6,4,1,1,2,-1,-1,-1,6,-1,-1,-1,2,3,-1,-1,-1,-1,15,7,0,0,0.0,1,0.0,0.0,237,0,60.0,237,0.0,288,0.0,19013103,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4,0,0.0,1,0.0,0.0,570,0,140.0,570,0.0,863,0.0,35913222,0,0
10,10,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,207,0,47.0,207,0.0,182,0.0,92573,0,0
7,5,5,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,6,-1,6,9,2,0,0.0,1,0.0,0.0,458,0,68.0,458,0.0,796,0.0,5906136,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,263.24,1,60.0,0.0,211,0,158.0,211,0.0,245,0.0,31116424,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,4,0,15.12,4,0.0,366,0.0,38947,0,0
8,8,8,8,1,1,2,-1,-1,5,-1,7,-1,-1,-1,3,-1,-1,6,-1,0,0,0,0,0.0,1,0.0,0.0,448,0,60.0,448,0.0,355,0.0,2970100,0,0
10,8,8,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,24,8,0,0.0,1,0.0,0.0,2935,0,18.0,2935,0.0,2699,0.0,1267934,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,10,2,0,0.0,1,0.0,0.0,449,0,45.05,449,0.0,434,0.0,1842500,0,1
8,5,6,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,15,1,0,0,0.0,1,0.0,0.0,75,0,60.0,75,0.0,157,0.0,8685895,0,0
10,8,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,5.0,0.0,605,0,220.0,605,0.0,429,0.0,64342289,0,0
9,10,9,9,1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,3,-1,-1,6,-1,0,4,0,0,0.0,1,0.0,0.0,860,0,178.0,860,49.0,862,0.0,17513265,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0.0,1,0.0,0.0,688,0,335.2,688,0.0,290,0.0,19634392,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,8,0,0,0.0,1,0.0,0.0,602,0,31.0,602,0.0,326,0.0,11792962,0,0
10,10,10,10,1,1,-1,-1,-1,5,-1,-1,-1,-1,-1,3,4,-1,-1,-1,0,5,2,0,0.0,1,0.0,0.0,83,0,21.0,83,0.0,323,0.0,48279814,0,0
9,8,9,9,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,46,1,0,0,0.0,1,0.0,0.0,439,0,80.0,439,0.0,384,0.0,19866547,0,1
10,10,10,9,1,-1,-1,-1,-1,5,-1,-1,-1,1,-1,-1,4,-1,-1,-1,46,0,0,0,0.0,1,0.0,0.0,392,0,205.0,392,0.0,620,0.0,9880710,0,1
5,3,9,3,1,1,2,3,4,5,6,-1,-1,1,2,3,4,5,6,-1,12,12,7,0,0.0,1,0.0,0.0,861,0,282.9,861,0.0,652,0.0,36425439,0,1
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0.0,1,0.0,0.0,44,0,0.0,44,0.0,29,0.0,1724391,0,0
10,10,10,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,1,0,0,0.0,1,0.0,0.0,158,0,10.0,158,0.0,111,0.0,5818903,0,0
1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,98,1,2,3,4,5,6,-1,6,4,6,0,0.0,1,0.0,0.0,723,0,95.43,723,0.0,546,0.0,2051736,0,0
10,9,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,0,0,0.0,1,0.0,0.0,348,0,60.0,348,0.0,446,0.0,13689328,0,0
9,8,8,8,1,-1,-1,-1,-1,5,-1,7,-1,1,-1,-1,4,-1,-1,-1,0,4,0,0,0.0,1,0.0,0.0,506,0,70.8,506,9.0,272,0.0,4877946,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0.0,1,0.0,0.0,278,0,69.0,278,0.0,121,0.0,689320,0,0
10,10,10,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,4,0,0.0,1,0.0,0.0,1531,0,128.19,1531,0.0,805,0.0,617562,0,0
